JSON: {"text": "“仅仅十二分钟，看懂的人却花了整整数十年！”", "url": "https://www.bilibili.com/video/BV1GW421d7Sj/"}
JSON: {"text": "【梦比优斯MAD丨高燃混剪】夺走你的硬币只需一首歌的时间", "url": "https://www.bilibili.com/video/BV18Z421T7Wg/"}
JSON: {"text": "【雷欧高燃MAD】——什 么 叫 坂 本 亲 爹 啊", "url": "https://www.bilibili.com/video/BV1iY4y1V72R/"}
JSON: {"text": "【4K】《新·福音战士剧场版》MAD「残酷天使的行动纲领 | 绫波丽・明日香・葛城美里 合唱版」序破Q AI修复画质增强版", "url": "https://www.bilibili.com/video/BV1SL411x7rS/"}
JSON: {"text": "【快新Kaito  Shinichi】 KAMIKAZE-fanmade", "url": "https://www.bilibili.com/video/BV1WA411G7es/"}
JSON: {"text": "【JOJO】「究竟什么样的结局，才配的上这场百年史诗」", "url": "https://www.bilibili.com/video/BV1Pg411b7vy/"}
JSON: {"text": "【硬核综漫/极致踩点】你从未见过的踩点巅峰之作！", "url": "https://www.bilibili.com/video/BV1ME411Z7AV/"}
JSON: {"text": "【静止画MAD】My Time【晚安布布】", "url": "https://www.bilibili.com/video/BV1Gv421177G/"}
JSON: {"text": "我将用𝟏𝟐𝟓秒让你感受到来自宇智波斑的压迫感！！！", "url": "https://www.bilibili.com/video/BV1rn4y1d7i9/"}
JSON: {"text": "Happy END【Re0/MAD/踩点/高燃】", "url": "https://www.bilibili.com/video/BV18J41177yL/"}
JSON: {"text": "“小智最强的六大战神，每一个都是一代人的回忆！”【MAD】", "url": "https://www.bilibili.com/video/BV16j411Z7w6/"}
JSON: {"text": "Misfit Lunatic 「燃·MAD·黑色四叶草」  就是现在在这里超越极限 ！ ！ ！", "url": "https://www.bilibili.com/video/BV1q64y1i7Tp/"}
JSON: {"text": "曾火遍全网的《Complicated》，你是否还知道？", "url": "https://www.bilibili.com/video/BV1BJ411E7Yc/"}
JSON: {"text": "【140部动漫混剪/MAD/AMV/踩点/燃】我们于此刻最美", "url": "https://www.bilibili.com/video/BV1Fb411Y7z7/"}
JSON: {"text": "紫罗兰永恒花园 OP 完整版MAD   Sincerely  ／ TRUE　中日英三语字幕", "url": "https://www.bilibili.com/video/BV1Qt411e7KB/"}
JSON: {"text": "安室透|E.T.|高帅踩点|我的恋人是这个国家！", "url": "https://www.bilibili.com/video/BV1eJ411z72S/"}
JSON: {"text": "凡人之躯 比肩英灵！五分钟带你感受士郎的封神之战！【Fate系列HF线/终章完结纪念】", "url": "https://www.bilibili.com/video/BV1NB4y1c7VY/"}
JSON: {"text": "火爆全网的《错位时空》，你可曾被感动过？", "url": "https://www.bilibili.com/video/BV1pi4y1o7iJ/"}
JSON: {"text": "【静止画MAD/芙莉莲】请不要离开我的回忆", "url": "https://www.bilibili.com/video/BV12e411d7jk/"}
JSON: {"text": "27人合作！二次元贺年MAD！", "url": "https://www.bilibili.com/video/BV1uA4m1j7T2/"}
JSON: {"text": "【高达全系列/名台词/MAD】摇篮永存于那里！", "url": "https://www.bilibili.com/video/BV1Vb4y1Q7c8/"}
JSON: {"text": "【MAD/米浴/帝王】漆黑的英雄 & 不屈的帝王", "url": "https://www.bilibili.com/video/BV1d14y1y7m8/"}
JSON: {"text": "【雷欧高燃/MAD】狮子的金色眼眸光芒在闪耀 ！尽情的燃烧，狮王雷欧！", "url": "https://www.bilibili.com/video/BV1744y1F71q/"}
JSON: {"text": "再见了，运动男孩！直到世界的尽头！灌篮高手电影纪念 MAD 动画混剪", "url": "https://www.bilibili.com/video/BV13s4y1E7vg/"}
JSON: {"text": "「死亡笔记」“所以 成为神的代价是？”", "url": "https://www.bilibili.com/video/BV1qH4y157Gq/"}
JSON: {"text": "𝑽𝑶𝑶𝑫𝑶𝑶 𝑲𝑰𝑵𝑮𝑫𝑶𝑴——这就是『真实』!", "url": "https://www.bilibili.com/video/BV1Kg4y1v7Q9/"}
JSON: {"text": "「梦比优斯奥特曼」 无限的回忆、梦想、羁绊 MAD", "url": "https://www.bilibili.com/video/BV1SJ41157fx/"}
JSON: {"text": "“这6秒的重逢，我们等了快13年....”【8月30日定档上映/通往夏天的隧道，再见的出口 | 剧情向Mad】", "url": "https://www.bilibili.com/video/BV1MeHNerE7J/"}
JSON: {"text": "“persona”", "url": "https://www.bilibili.com/video/BV11Y2ZYbEAL/"}
JSON: {"text": ""野狗不需要墓碑"", "url": "https://www.bilibili.com/video/BV1cU4weAEjU/"}
JSON: {"text": "【8K画质/杜比视界/Hi-Res】“感谢你曾经出现在我的世界，再见了所有的福音战士！”-宇多田光-《One Last Kiss》", "url": "https://www.bilibili.com/video/BV1Fr421s75T/"}
JSON: {"text": "【ASMV/泪燃】绝望的镇魂曲（完整版）", "url": "https://www.bilibili.com/video/BV1Rs411Q7UW/"}
JSON: {"text": "【崩坏：星穹铁道】 匹诺康尼—高燃MAD 敬！不完美的明天！传承开拓意志，向前路出发！", "url": "https://www.bilibili.com/video/BV1wDM6etEg6/"}
JSON: {"text": "“过  度  呼  吸”", "url": "https://www.bilibili.com/video/BV1Nu4JeXELZ/"}
JSON: {"text": "【可塑性记忆】“唯有这份挚爱，不会随时间的流逝而淡去。”", "url": "https://www.bilibili.com/video/BV1D14y1o7Su/"}
JSON: {"text": "【JOJO】「究竟什么样的结局，才配的上这场百年史诗」", "url": "https://www.bilibili.com/video/BV1Pg411b7vy/"}
JSON: {"text": "最终鬼畜二小姐.芙兰朵露", "url": "https://www.bilibili.com/video/BV1xx411c7mM/"}
JSON: {"text": "嘻→嘻↘嘻→嘻↗嘻↗嘻↗嘻↗", "url": "https://www.bilibili.com/video/BV1WY411M7dh/"}
JSON: {"text": "那些无法超越的台词与画面！", "url": "https://www.bilibili.com/video/BV1y34y1s7x7/"}
JSON: {"text": "【柯哀】米花町爱情故事（谜·MAD）", "url": "https://www.bilibili.com/video/BV1pu4m1K7xt/"}
JSON: {"text": "MAD【一人之下/蓄势/燃剪】全员神经病", "url": "https://www.bilibili.com/video/BV1nb4y1g7Ux/"}
JSON: {"text": "【雷欧高燃MAD】——什 么 叫 坂 本 亲 爹 啊", "url": "https://www.bilibili.com/video/BV1iY4y1V72R/"}
JSON: {"text": "【梦比优斯MAD丨高燃混剪】夺走你的硬币只需一首歌的时间", "url": "https://www.bilibili.com/video/BV18Z421T7Wg/"}
JSON: {"text": "【鬼灭之刃/混剪/超燃踩点】耗时432000秒，感受完美衔接的视觉盛宴!", "url": "https://www.bilibili.com/video/BV1cE41117UY/"}
JSON: {"text": "【硬核综漫/极致踩点】你从未见过的踩点巅峰之作！", "url": "https://www.bilibili.com/video/BV1ME411Z7AV/"}
JSON: {"text": "【泰罗MAD/全程高燃】    燃烧❗️太阳之子❗️", "url": "https://www.bilibili.com/video/BV1xV4y1b7Us/"}
JSON: {"text": "【静止系MAD】古见同学", "url": "https://www.bilibili.com/video/BV1PY4y1J7hu/"}
JSON: {"text": "𝙎𝙞𝙘𝙠 𝘽𝙤𝙮 / 可以否定这个世界的存在只能是我", "url": "https://www.bilibili.com/video/BV1kx4y1M7TL/"}
JSON: {"text": "💕 人 活 着 就 是 为 了 伊 莉 雅 💕", "url": "https://www.bilibili.com/video/BV1wL4y1L7cE/"}
JSON: {"text": "【静止系/电锯人】她如同一朵含苞待放的花蕾，也如一滩无可救药的烂泥", "url": "https://www.bilibili.com/video/BV1qz411v7pG/"}
JSON: {"text": "「死亡笔记」“所以 成为神的代价是？”", "url": "https://www.bilibili.com/video/BV1qH4y157Gq/"}
JSON: {"text": "一首《潮汐》致少年的你。", "url": "https://www.bilibili.com/video/BV12L411H7Wz/"}
JSON: {"text": "六年前B站全是这种视频！！！", "url": "https://www.bilibili.com/video/BV1BS41enEt4/"}
JSON: {"text": "辛美尔 最强勇者会为你开路【静止系MAD/芙莉莲】", "url": "https://www.bilibili.com/video/BV1kq2GYFE47/"}
JSON: {"text": "【悬溺／带土MAD】悬溺一响，纯爱登场", "url": "https://www.bilibili.com/video/BV12G411o7Ro/"}
JSON: {"text": "“这个转场我等了8年”", "url": "https://www.bilibili.com/video/BV18YYpexEDu/"}
JSON: {"text": "【𝟒𝐊𝟔𝟎𝐅𝐏𝐒】今当为父 死亦何妨！九尾之乱！火影剧场 波风水门VS宇智波带土！师徒之战！飞雷神二段制敌！封印九尾！顶级文戏！水门夫妇之殇！", "url": "https://www.bilibili.com/video/BV1YJ4m1E7Vw/"}
JSON: {"text": "【进巨群像·4K】“世界如此残酷，可又如此美丽”", "url": "https://www.bilibili.com/video/BV18T411q7UD/"}
JSON: {"text": ""这短短三分钟，看懂的人却整整花了二十年..."", "url": "https://www.bilibili.com/video/BV1yty8YGEAa/"}
JSON: {"text": "【钢炼FA最燃神曲Again】我的傲慢在你之上 钢之炼金术师MAD高燃混剪", "url": "https://www.bilibili.com/video/BV1vE411v7k3/"}
JSON: {"text": "【全平成/高燃/MAD】"信仰永存心，精神永流传"献给热爱假面骑士的我们", "url": "https://www.bilibili.com/video/BV1yG411x7Fb/"}
JSON: {"text": "𝙉𝙚𝙫𝙖𝙙𝙖-艺术家", "url": "https://www.bilibili.com/video/BV1HGpLe8Euf/"}
JSON: {"text": "“  现 在 开 始  ，电 锯 人 也 要 起 飞 了  ”", "url": "https://www.bilibili.com/video/BV1hD4y1s7fJ/"}
JSON: {"text": "曾经火遍全网的《Barricades》带你燃爆全场", "url": "https://www.bilibili.com/video/BV1az4y1R7DA/"}
JSON: {"text": "『Killer Queen』", "url": "https://www.bilibili.com/video/BV1E24y1j7LP/"}
JSON: {"text": "「MAD」我推的孩子-YOASOBI 推しの子主题曲OP-《アイドル》", "url": "https://www.bilibili.com/video/BV1fu4y1S749/"}
JSON: {"text": "『The World』！只属于我的时间！", "url": "https://www.bilibili.com/video/BV1Xp4y1D7Ei/"}
JSON: {"text": "「 电 锯 人 暴 力 美 学 」", "url": "https://www.bilibili.com/video/BV1uM41117pH/"}
JSON: {"text": "十年前秒杀一大片的机战动画，最后一集至今无法超越——《STAR DRIVER》作画MAD", "url": "https://www.bilibili.com/video/BV1Sr4y1C7oX/"}
JSON: {"text": "沉睡的记忆又要被唤醒了么", "url": "https://www.bilibili.com/video/BV1y44reSEjq/"}
JSON: {"text": "【静止系MAD教程】一个分镜制作全流程", "url": "https://www.bilibili.com/video/BV1AY4y1M7Ts/"}
JSON: {"text": "【漫威/DC/踩点/1080p】前方高能！使人起鸡皮疙瘩的踩点与衔接的视觉盛宴！", "url": "https://www.bilibili.com/video/BV1Vb41177ud/"}
JSON: {"text": "【鬼灭之刃/混剪/超燃踩点】耗时432000秒，感受完美衔接的视觉盛宴!", "url": "https://www.bilibili.com/video/BV1cE41117UY/"}
JSON: {"text": "【MAD】这才是属于久美子的一年之诗【京吹3】", "url": "https://www.bilibili.com/video/BV1Um421V73y/"}
JSON: {"text": "【勇者向】当我死去后，她的时间开始流淌", "url": "https://www.bilibili.com/video/BV1t94y1L7kk/"}
JSON: {"text": ""属于二次元的浪漫！"", "url": "https://www.bilibili.com/video/BV1YH4y1c795/"}
JSON: {"text": "【TOP10】JOJO全系列处刑曲，全球排行第一是他？", "url": "https://www.bilibili.com/video/BV15m4y1M7x4/"}
JSON: {"text": "【不朽的传说/烈空坐MAD】⚡绿毛虫是什么?吾乃丰缘之主烈空坐!⚡", "url": "https://www.bilibili.com/video/BV1jB4y1i7Va/"}
JSON: {"text": "哪一部动漫是你梦开始的地方！！！！！", "url": "https://www.bilibili.com/video/BV1r2yPYwEwV/"}
JSON: {"text": "你 是 谁？", "url": "https://www.bilibili.com/video/BV1Vx4y147dU/"}
JSON: {"text": "【4K】TV动画《魔卡少女樱》OP2「扉をあけて/ANZA」MAD | AI修复画质增强版", "url": "https://www.bilibili.com/video/BV1AR4y117bV/"}
JSON: {"text": "【𝟒𝐊𝟔𝟎𝐅𝐏𝐒】高能作画！击败高速婆婆！变身怪物只为拯救你！一起来感受来自胆大党的打戏盛宴！【胆大党】", "url": "https://www.bilibili.com/video/BV1Ji1sYsEhF/"}
JSON: {"text": "“这个转场我等了8年”", "url": "https://www.bilibili.com/video/BV18YYpexEDu/"}
JSON: {"text": ""属于二次元的浪漫！"", "url": "https://www.bilibili.com/video/BV1YH4y1c795/"}
JSON: {"text": "【𝓕𝓸𝓵𝓵𝓸𝔀•罗生门】“我们看透了世间的罗生门，变得好像陌生人”", "url": "https://www.bilibili.com/video/BV16m421574q/"}
JSON: {"text": "【动漫名梗】全认识的把自己也加进去", "url": "https://www.bilibili.com/video/BV15n4SeoEfH/"}
JSON: {"text": "【MAD】ATRI -My Dear Moments-『光放て!』4K 中日歌詞", "url": "https://www.bilibili.com/video/BV1Gy411z7bD/"}
JSON: {"text": "【4K60帧/Hi-Res无损音质】“这无与伦比的视觉盛宴”", "url": "https://www.bilibili.com/video/BV1jb411Z7TB/"}
JSON: {"text": "【MAD】自动完成的万雌王养成计划【我怎么可能成为你的恋人，不行不行！（※不是不可能！？）】", "url": "https://www.bilibili.com/video/BV1FL4y1V7u5/"}
JSON: {"text": "“这6秒的重逢，我们等了快13年....”【8月30日定档上映/通往夏天的隧道，再见的出口 | 剧情向Mad】", "url": "https://www.bilibili.com/video/BV1MeHNerE7J/"}
JSON: {"text": "治愈歌曲《最后一页》爱只能，在回忆里完整", "url": "https://www.bilibili.com/video/BV1qd4y1E7nm/"}
JSON: {"text": "新人类——时代的眼泪【高达UC百年/名台词/MAD】（閃光 English ver.）", "url": "https://www.bilibili.com/video/BV1WK4y1M7dU/"}
JSON: {"text": ""你们玩得这么变态吗...”", "url": "https://www.bilibili.com/video/BV1qm4213751/"}
JSON: {"text": "抬起头，向上看！", "url": "https://www.bilibili.com/video/BV1gY4y1g7ND/"}
JSON: {"text": "爱过！卑微过！这首《BINGBIAN病变 》直击灵魂！！", "url": "https://www.bilibili.com/video/BV1mG41177fY/"}
JSON: {"text": "𝑽𝑶𝑶𝑫𝑶𝑶 𝑲𝑰𝑵𝑮𝑫𝑶𝑴——这就是『真实』!", "url": "https://www.bilibili.com/video/BV1Kg4y1v7Q9/"}
JSON: {"text": "【关于地球的运动/静止系mad】“真 理 永 存”", "url": "https://www.bilibili.com/video/BV1MT421i7M4/"}
JSON: {"text": "【鬼灭/上弦混剪】直面来自上弦之鬼的压迫感！", "url": "https://www.bilibili.com/video/BV1w3aTeaE1L/"}
JSON: {"text": "【碧蓝航线/MAD】我们正是海神之矛！吾将远征，鹦鹉螺的大冲角！", "url": "https://www.bilibili.com/video/BV12y4y1u7oP/"}
JSON: {"text": "【海贼王/极致踩点/燃爆】点燃你的腺上激素，爽就完事了！！！", "url": "https://www.bilibili.com/video/BV1D4411k7UE/"}
JSON: {"text": "【狛枝凪斗MAD】殉 道 者", "url": "https://www.bilibili.com/video/BV1b3411Z7fP/"}
JSON: {"text": "耗时66小时，只为这144秒夺走你的币！【刺客伍六七|高燃踩点】", "url": "https://www.bilibili.com/video/BV1Tx4y1P7ea/"}
JSON: {"text": "𝘾𝙖𝙡𝙡 𝙊𝙛 𝙎𝙞𝙡𝙚𝙣𝙘𝙚-“他始终没有缝合自己的人生”", "url": "https://www.bilibili.com/video/BV1fF411d7dG/"}
JSON: {"text": "一人成军，突破作画华丽极限——原画师阿部望作画MAD", "url": "https://www.bilibili.com/video/BV12E41197Qk/"}
JSON: {"text": "【超燃/MAD】假面骑士Evol—角色歌Evolution 最骚最浪的行星吞噬者 无限进化的黑洞", "url": "https://www.bilibili.com/video/BV1c7411c72U/"}
JSON: {"text": "曾经火遍全网的《Barricades》带你燃爆全场", "url": "https://www.bilibili.com/video/BV1az4y1R7DA/"}
JSON: {"text": "【咒术回战/高燃/踩点】稍微粗暴一点吧！来感受全员疯批的战斗盛宴", "url": "https://www.bilibili.com/video/BV15A41157eS/"}
JSON: {"text": "她哭的那个瞬间 全世界都输了", "url": "https://www.bilibili.com/video/BV1Tt411678p/"}
JSON: {"text": "【硬核综漫/极致踩点】你从未见过的踩点巅峰之作！", "url": "https://www.bilibili.com/video/BV1ME411Z7AV/"}
JSON: {"text": "“可惜我相貌平平，惊艳不了你的青春....”", "url": "https://www.bilibili.com/video/BV1QqyHYAEvV/"}
JSON: {"text": "「亚托莉/静止系MAD」“我挚爱的时光”", "url": "https://www.bilibili.com/video/BV1UH4y1F7z6/"}
JSON: {"text": "“长大后才发现，这么棒的动漫越来越少了…”", "url": "https://www.bilibili.com/video/BV1N9y2YbEr4/"}
JSON: {"text": "“与 神 作 对⚠️你给我的是非法参数”", "url": "https://www.bilibili.com/video/BV14N4y1q7AE/"}
JSON: {"text": "每天亿遍 青春无限！！！", "url": "https://www.bilibili.com/video/BV19b4y1R7i9/"}
JSON: {"text": "前方黑化高能！经历过绝望的人才会明白什么是光明！", "url": "https://www.bilibili.com/video/BV1p7411a7uj/"}
JSON: {"text": "迎着岁月的风 我想对你说【静止画MAD/猫尾草】", "url": "https://www.bilibili.com/video/BV1pX4be5Ejw/"}
JSON: {"text": "六年前B站全是这种视频！！！", "url": "https://www.bilibili.com/video/BV1Ai4FeYEan/"}
JSON: {"text": "𝙉𝙚𝙫𝙖𝙙𝙖-艺术家", "url": "https://www.bilibili.com/video/BV1HGpLe8Euf/"}
JSON: {"text": "是时候来一场文艺复兴了！！", "url": "https://www.bilibili.com/video/BV1YS4y1R7KM/"}
JSON: {"text": "[MAD][致十年后的我][Letter Song][№绯红の天空]", "url": "https://www.bilibili.com/video/BV1Nx411w7sE/"}
JSON: {"text": "【布罗利MAD】令人作呕的卡卡罗特", "url": "https://www.bilibili.com/video/BV1Vb411N7LC/"}
JSON: {"text": "【静止画MAD】No pain, No game【蓝色监狱】", "url": "https://www.bilibili.com/video/BV1jv4y1p7UZ/"}
JSON: {"text": "【鬼灭之刃/混剪/超燃踩点】耗时432000秒，感受完美衔接的视觉盛宴!", "url": "https://www.bilibili.com/video/BV1cE41117UY/"}
JSON: {"text": "【TOP10】JOJO全系列处刑曲，全球排行第一是他？", "url": "https://www.bilibili.com/video/BV15m4y1M7x4/"}
JSON: {"text": "【静止系MAD教程】一个分镜制作全流程", "url": "https://www.bilibili.com/video/BV1AY4y1M7Ts/"}
JSON: {"text": "【不朽的传说/烈空坐MAD】⚡绿毛虫是什么?吾乃丰缘之主烈空坐!⚡", "url": "https://www.bilibili.com/video/BV1jB4y1i7Va/"}
JSON: {"text": "【MAD】这才是属于久美子的一年之诗【京吹3】", "url": "https://www.bilibili.com/video/BV1Um421V73y/"}
JSON: {"text": "【勇者向】当我死去后，她的时间开始流淌", "url": "https://www.bilibili.com/video/BV1t94y1L7kk/"}
JSON: {"text": "哪一部动漫是你梦开始的地方！！！！！", "url": "https://www.bilibili.com/video/BV1r2yPYwEwV/"}
JSON: {"text": "『无敌の男人』", "url": "https://www.bilibili.com/video/BV1nL411Y7dm/"}
JSON: {"text": "【4K】TV动画《魔卡少女樱》OP2「扉をあけて/ANZA」MAD | AI修复画质增强版", "url": "https://www.bilibili.com/video/BV1AR4y117bV/"}
JSON: {"text": "【𝟒𝐊𝟔𝟎𝐅𝐏𝐒】高能作画！击败高速婆婆！变身怪物只为拯救你！一起来感受来自胆大党的打戏盛宴！【胆大党】", "url": "https://www.bilibili.com/video/BV1Ji1sYsEhF/"}
JSON: {"text": ""属于二次元的浪漫！"", "url": "https://www.bilibili.com/video/BV1YH4y1c795/"}
JSON: {"text": "你 是 谁？", "url": "https://www.bilibili.com/video/BV1Vx4y147dU/"}
JSON: {"text": "【𝓕𝓸𝓵𝓵𝓸𝔀•罗生门】“我们看透了世间的罗生门，变得好像陌生人”", "url": "https://www.bilibili.com/video/BV16m421574q/"}
JSON: {"text": "【MAD】新生代"毛头小子们"书写的《英雄の詩》", "url": "https://www.bilibili.com/video/BV1Pt4y167jX/"}
JSON: {"text": "【动漫名梗】全认识的把自己也加进去", "url": "https://www.bilibili.com/video/BV15n4SeoEfH/"}
JSON: {"text": "【4K60帧/Hi-Res无损音质】“这无与伦比的视觉盛宴”", "url": "https://www.bilibili.com/video/BV1jb411Z7TB/"}
